id;source;verification_status;title;neubau_umbau;comment;nom_address;nom_zip;nom_location_name;nom_country;nom_economy_region;index_year;index_month;index_source;planning_start;construction_start;moving_in;planzeit;bauzeit;dyn_floor_list_json;area_building;area_built_up;num_floors;num_floors_overground;num_floors_underground;area_surrounded;area_total;area_main_usage;area_usage;area_construction_kf;area_traffic_vf;area_functional_ff;area_ancillary_nnf;area_outer_floor;area_total_floor_416;area_net_floor_416;volume_total_116;volume_total_416;area_floor_heated;area_energy_reference;area_thermal_compactness_grade;compactness_grade;coverage_divby_area;heating_demand;heating_demand_effective;bool_elevators;num_elevators;bool_elevators_inclined;num_elevators_inclined;num_elevators_heavy_freight;num_elevators_light_freight;num_elevators_bed;num_elevators_moving_stair;num_elevators_special_lifts;num_elevators_mechanical_parking_lot;num_elevators_transport_system_lifts;num_buildings;num_appartments;num_office_spaces;num_class_rooms;num_care_places;num_functional_spaces;num_houses;num_parking_spaces_underground;ratio_volume_under_terrain;weak_ratio_volume_under_terrain;ratio_garage;ratio_parking_spaces_m2;area_garage_total_floor;ord_lot;ord_preparatory_work;nom_energy;ord_windows;nom_material;nom_facade;ord_cost_facade_2;bool_split_level;ord_building_form;interaction_building_form_and_buildings;ord_inner_complexity;ord_average_technics;ord_electric;ord_heating;ord_sanitary;ord_fitout;ord_fitout1;ord_fitout2;ord_prefabrication;ord_environment;roofs;tilted_roof_type;is_flat_roof;heating_types;electrical_types;conditioning_types;clima_types;ventilation_types;heating_type;ventilation_type;conditioning_type;rb_before_heating_types;rb_before_ventilation_types;rb_before_clima_types;rb_before_conditioning_types;ratio_conditioning;ratio_ventilation;ratio_clima;rb_before_ratio_conditioning;rb_before_ratio_ventilation;rb_before_ratio_clima;rb_before_nom_facade;rb_before_nom_material;weak_sliders;bool_usage_changed;nom_usage_main;nom_usage_main_readable;usages;nom_usage_main_ch;usages_ch;nom_usage_main_nr_de;nom_usage_main_de;usages_de;usage_cluster;nom_competition;ord_competition;ord_honorar_category;nom_contract_assignment;nom_contract_authority;nom_contract_org;bool_contract_org_gen_planer;bkp_type;ratio_bkp_29_to_2;bkp_test_index;bkp_1;bkp_2;bkp_4;bkp_5;bkp_20;bkp_21;bkp_22;bkp_23;bkp_24;bkp_25;bkp_26;bkp_27;bkp_28;bkp_29;bkp_-1;bkp_sum_2;bkp_sum_total;i_bkp_1;i_bkp_2;i_bkp_4;i_bkp_5;i_bkp_20;i_bkp_21;i_bkp_22;i_bkp_23;i_bkp_24;i_bkp_25;i_bkp_26;i_bkp_27;i_bkp_28;i_bkp_29;i_bkp_-1;i_bkp_sum_2;i_bkp_sum_total;z_bkp_21_22;z_bkp_1;z_bkp_2;z_bkp_4;z_bkp_5;z_bkp_20;z_bkp_21;z_bkp_22;z_bkp_23;z_bkp_24;z_bkp_25;z_bkp_26;z_bkp_27;z_bkp_28;z_bkp_29;z_bkp_-1;z_bkp_sum_2;z_bkp_sum_total;z_area_416;z_volume_416;z_height_storey;weak_bkps;old_estimate_area_total_floor_416;old_estimate_volume_total_116;old_estimate_volume_total_416;old_height_room;dep_estimate_area_total_floor_416;dep_estimate_volume_total_116;dep_estimate_volume_total_416;dep_height_room;dyn_expenses_json;dyn_cost_ref;dyn_expenses_rebuild_json;dyn_rebuild_components;din276_type;stlb_type;bool_has_attachments;dyn_kreis_type;nom_construction_start;nom_main_allocation_time;nom_construction_end;nom_bki_kostenstand;rebuild_construction_year;rebuild_rebuild_year;rebuild_expansion_types;rebuild_kind_type;rebuild_project_perimeter_416;monument_protection_type;rebuild_used_during;rebuild_additional_inside_insulation;rebuild_balcony_type;rebuild_building_shell_type;rebuild_construction_condition_type;rebuild_effort;rebuild_layout_changes_type;rebuild_structural_intervention_type;rebuild_usage_change_type;rebuild_earthquake_measure_type;rebuild_elevator_type;rebuild_underground_garage_type;rebuild_room_renovation_type;rebuild_contaminated_sites_type;rebuild_sanitary_and_kitchen_type;rebuild_building_shell_types
2378;wbw_669_2016_3     ;VERIFIED_OK;Doppelturnhalle Auw, AG;NEUBAU; Kosten BKP 3 kontr. Lüftung BKP 24 zugerechnet Kennwerte bereinigt;Schulhausstrasse 1;5644.0;Auw AG;SWITZERLAND;NORDWESTSCHWEIZ;2012.0;4.0;ZURICH;2011-01;2012-07;2014-01;18.0;18.0;"[{""type"":""UG_1"",""area416"":1874},{""type"":""EG"",""area416"":214},{""type"":""OG_1"",""area416"":182}]";1123.0;2640.0;3.0;2.0;1.0;12366.0;13489.0;1463.0;1776.0;288.0;155.0;51.0;313.0;;2270.0;1982.0;;16165.0;2270.0;2112.0;2112.0;2.05;;36.11;;0;0.0;0;;;;;;;;;1;;;;;2.0;;0;0.412;0;0.0;0.0;0.0;5;3;;2;HOLZBAU_WAENDE_BACKSTEIN;HOLZ_EDEL;745;0;2;4.0;2;3.8;4;4;3;4.42;4;5;3;4;"[{""percentage"":null,""hasAttica"":false,""underground"":false},{""percentage"":null,""hasAttica"":false,""underground"":true}]";SATTELDACH;False;"[""DISTRICT_HEATING""]";"[""SOLAR_POWER_SYSTEM""]";[];[];"[""SUPPLY_EXHAUST_AIR""]";DISTRICT_HEATING;SUPPLY_EXHAUST_AIR;NONE;;;;;{};{};{};;;;;;[];;FREIZEITBAUTEN_SPORTBAUTEN_ERHOLUNGSBAUTEN__TURNHALLEN_SPORTHALLEN_MEHRZWECKHALLEN;Turn-, Sporthallen;"[{""type"":""FREIZEITBAUTEN_SPORTBAUTEN_ERHOLUNGSBAUTEN__TURNHALLEN_SPORTHALLEN_MEHRZWECKHALLEN"",""percentage"":100.0,""numFuUsage"":2,""numFu2"":null,""numFuHnf"":null,""buildingPart"":null,""percentageVolume"":null,""standard"":null,""usageMetaData"":null}]";FREIZEITBAUTEN_SPORTBAUTEN_ERHOLUNGSBAUTEN__TURNHALLEN_SPORTHALLEN_MEHRZWECKHALLEN;"[{""type"":""FREIZEITBAUTEN_SPORTBAUTEN_ERHOLUNGSBAUTEN__TURNHALLEN_SPORTHALLEN_MEHRZWECKHALLEN"",""percentage"":100.0,""numFuUsage"":null,""numFu2"":null,""numFuHnf"":null,""buildingPart"":null,""percentageVolume"":null,""standard"":null,""usageMetaData"":null}]";;;[];HALLEN;1.0;100.0;100.0;COMPETITION;PUBLIC;SINGLE;False;BKP 2-stellig (z.B. BKP21);0.1976833091166952;8753961.0;117000.0;7991000.0;435000.0;303000.0;358000.0;2649000.0;791000.0;413000.0;596000.0;295000.0;0.0;714000.0;675000.0;1500000.0;8930000.0;7991000.0;8846000.0;117979.0;7784240.0;465976.0;302940.0;324624.0;2535933.0;789268.0;385741.0;611421.0;290612.0;0.0;708567.0;672422.0;1482222.0;8753961.0;7800810.0;8687705.0;3367313.0;127469.0;7969039.0;476740.0;294443.0;295033.0;2532120.0;835193.0;418573.0;644705.0;304107.0;0.0;709369.0;674972.0;1575346.0;8884445.0;7989416.332832092;8888067.950072179;2270.0;16165.0;7.0;[];4618.0;18966.0;13404.0;2.902555218709398;2270.0;18966.0;16165.0;7.121145374449339;"{""BKP_08_1"":117000.0,""BKP_08_4"":435000.0,""BKP_08_5"":303000.0,""BKP_08_2"":7991000.0,""BKP_08_20"":358000.0,""BKP_08_21"":2649000.0,""BKP_08_22"":791000.0,""BKP_08_23"":413000.0,""BKP_08_24"":596000.0,""BKP_08_25"":295000.0,""BKP_08_26"":0.0,""BKP_08_27"":714000.0,""BKP_08_28"":675000.0,""BKP_08_29"":1500000.0,""BKP_08_9"":84000.0,""BKP_08"":8930000.0}";"{""GSF"":13489.0,""GF"":2270.0}";{};;NONE;NONE;True;;;;;;;;;;;;;;;;;;;;;;;;;;;
2765;wbw_664_2015_12    ;VERIFIED_OK;Sportplatz Mühleye, Visp VS Garderobengebäude ;NEUBAU; Fassadenkonstruktion überprüfen Kosten für kontrollierte Lüftung BKP 24 zugeordnet Kennwerte bereinigt Regler Technik und Ausbau überprüfen Anschluss an Energieversorgung und Wärmepumpe;Sonnenstrasse 7;3930.0;Visp;SWITZERLAND;MITTELLAND;2013.0;4.0;ZURICH;2011-10;2013-06;2014-08;20.0;14.0;"[{""type"":""EG"",""area416"":760}]";1260.0;424.0;1.0;1.0;0.0;80482.0;81742.0;431.0;482.0;144.0;92.0;42.0;51.0;;760.0;616.0;;3032.0;760.0;760.0;760.0;3.36;;57.5;;0;0.0;0;;;;;;;;;1;;;;;;;0;0.1;0;0.0;0.0;0.0;3;3;;2;MASSIVBAU_WAENDE_BACKSTEIN;SICHTBETONFASSADE_INNEN_SICHTBETON;775;0;6;36.0;3;5.2;5;5;6;3.26;2;5;5;6;"[{""percentage"":null,""hasAttica"":false,""underground"":false},{""percentage"":null,""hasAttica"":false,""underground"":true}]";UNKNOWN;True;"[""DISTRICT_HEATING"",""HEAT_PUMP_AIR""]";[];"[""NONE""]";[];"[""SUPPLY_EXHAUST_AIR""]";DISTRICT_HEATING;SUPPLY_EXHAUST_AIR;NONE;;;;;{};{};{};;;;;;[];;FREIZEITBAUTEN_SPORTBAUTEN__GARDEROBENGEBAEUDE;Garderobengebäude;"[{""type"":""FREIZEITBAUTEN_SPORTBAUTEN__GARDEROBENGEBAEUDE"",""percentage"":100.0,""numFuUsage"":null,""numFu2"":null,""numFuHnf"":null,""buildingPart"":null,""percentageVolume"":null,""standard"":null,""usageMetaData"":null}]";FREIZEITBAUTEN_SPORTBAUTEN__GARDEROBENGEBAEUDE;"[{""type"":""FREIZEITBAUTEN_SPORTBAUTEN__GARDEROBENGEBAEUDE"",""percentage"":100.0,""numFuUsage"":null,""numFu2"":null,""numFuHnf"":null,""buildingPart"":null,""percentageVolume"":null,""standard"":null,""usageMetaData"":null}]";;;[];ANDERES;1.0;100.0;90.0;COMPETITION;PUBLIC;SINGLE;False;BKP 2-stellig (z.B. BKP21);0.1648526423735183;3986397.0;89000.0;3135000.0;578000.0;90000.0;80000.0;987000.0;500000.0;182000.0;253000.0;243000.0;0.0;105000.0;292000.0;493000.0;4042000.0;3135000.0;3892000.0;88599.0;3079728.0;608902.0;90521.0;73397.0;952129.0;498541.0;169222.0;262112.0;245869.0;0.0;104400.0;288898.0;491790.0;3986397.0;3086358.0;3874380.0;1463976.0;94328.0;3139980.0;620100.0;88483.0;67268.0;959074.0;504902.0;181200.0;273521.0;255284.0;0.0;104474.0;289790.0;517634.0;4034371.0;3153149.1213794826;3956060.5556526543;760.0;3032.0;3.0;[];866.0;4045.0;3602.0;4.159353348729792;760.0;4045.0;3032.0;3.9894736842105263;"{""BKP_08_1"":89000.0,""BKP_08_3"":0.0,""BKP_08_4"":578000.0,""BKP_08_5"":90000.0,""BKP_08_2"":3135000.0,""BKP_08_20"":80000.0,""BKP_08_21"":987000.0,""BKP_08_22"":500000.0,""BKP_08_23"":182000.0,""BKP_08_24"":253000.0,""BKP_08_25"":243000.0,""BKP_08_26"":0.0,""BKP_08_27"":105000.0,""BKP_08_28"":292000.0,""BKP_08_29"":493000.0,""BKP_08_9"":150000.0,""BKP_08"":4042000.0}";"{""GF"":760.0,""GSF"":81742.0}";{};;NONE;NONE;True;;;;;;;;;;;;;;;;;;;;;;;;;;;
1949;St_Aarau_AG_2012;VERIFIED_OK;Neubau_Kinderkrippe_Spielvilla_BKP1;NEUBAU; Kennwerte bereinigt_181212_190129;Schachen 27;5000.0;Aarau;SWITZERLAND;NORDWESTSCHWEIZ;2012.0;4.0;ZURICH;2011-12;2012-04;2012-08;4.0;4.0;"[{""type"":""EG"",""area416"":379}]";;;1.0;1.0;0.0;;;290.0;;;;;;;379.0;;;1630.0;;;;;;;;0;0.0;0;;;;;;;;;1;;;;;;;0;0.1159999999999999;1;0.0;0.0;0.0;3;4;MINERGIE_ECO;3;HOLZBAU_WAENDE_BACKSTEIN;HOLZ_EINFACH;700;0;4;16.0;3;2.8000000000000003;3;3;2;2.84;2;4;5;3;"[{""percentage"":null,""hasAttica"":false,""underground"":false},{""percentage"":null,""hasAttica"":false,""underground"":true}]";UNKNOWN;True;[];[];[];[];"[""SUPPLY_EXHAUST_AIR""]";NO_HEATING;SUPPLY_EXHAUST_AIR;NONE;;;;;{};{};{};;;;;;"[""ELECTRIC"",""FITOUT_2"",""TECHNICS"",""FITOUT"",""SANITARY"",""HEATING"",""FITOUT_1""]";;SCHULBAUTEN__KINDERGAERTEN_HORTE;Kindergärten, Kinderhorte;"[{""type"":""SCHULBAUTEN__KINDERGAERTEN_HORTE"",""percentage"":100.0,""numFuUsage"":null,""numFu2"":null,""numFuHnf"":null,""buildingPart"":null,""percentageVolume"":null,""standard"":null,""usageMetaData"":null}]";SCHULBAUTEN__KINDERGAERTEN_HORTE;"[{""type"":""SCHULBAUTEN__KINDERGAERTEN_HORTE"",""percentage"":100.0,""numFuUsage"":null,""numFu2"":null,""numFuHnf"":null,""buildingPart"":null,""percentageVolume"":null,""standard"":null,""usageMetaData"":null}]";;;[];SCHULEN;1.0;100.0;100.0;COMPETITION;PUBLIC;ORG_GU;False;BKP 1-stellig (z.B. BKP2);;1666487.0;65000.0;1415000.0;105000.0;40000.0;;;;;;;;;;;1700000.0;;1625000.0;65544.0;1378388.0;112477.0;39890.0;;;;;;;;;;;1666487.0;;1596299.0;;70816.0;1411111.0;115075.0;38771.0;;;;;;;;;;;1691327.0;;1635773.370151683;379.0;1630.0;4.0;[];465.0;2130.0;1606.0;3.453763440860215;379.0;2130.0;1630.0;4.300791556728232;"{""BKP_08_1"":65000.0,""BKP_08_4"":105000.0,""BKP_08_5"":40000.0,""BKP_08_2"":1415000.0,""BKP_08_9"":75000.0,""BKP_08"":1700000.0}";"{""GF"":379.0}";{};;NONE;NONE;True;;;;;;;;;;;;;;;;;;;;;;;;;;;
770;HBA_AR_505_09_1990;VERIFIED_OK;Kantonsschule_Trogen_Pavillion_BKP2;NEUBAU; keine Angaben zu Energie/Ökostandard ;Kantonsschulstrasse 20 - 29;9043.0;Trogen;SWITZERLAND;OSTSCHWEIZ;1990.0;10.0;ZURICH;;1989-10;1990-02;;4.0;"[{""type"":""EG"",""area416"":195}]";195.0;;1.0;1.0;0.0;;;156.0;164.0;17.0;14.0;;8.0;;195.0;178.0;884.0;;;195.0;195.0;;;;;0;0.0;0;;;;;;;;;1;;;2.0;;;;0;0.0;0;0.0;0.0;0.0;2;0;;2;HOLZBAU_WAENDE_BACKSTEIN;HOLZ_EINFACH;645;0;1;1.0;1;2.4;4;1;2;2.0;2;2;3;1;"[{""percentage"":null,""hasAttica"":false,""underground"":false},{""percentage"":null,""hasAttica"":false,""underground"":true}]";UNKNOWN;True;"[""DISTRICT_HEATING_INTERN""]";[];"[""NONE""]";[];"[""EXHAUST_AIR""]";DISTRICT_HEATING_INTERN;EXHAUST_AIR;NONE;;;;;{};{};{};;;;;;"[""ENVIRORNMENT""]";;SCHULBAUTEN__BERUFSSCHULEN;Gymnasien, Kantons- und Berufsschulen;"[{""type"":""SCHULBAUTEN__BERUFSSCHULEN"",""percentage"":100.0,""numFuUsage"":null,""numFu2"":null,""numFuHnf"":null,""buildingPart"":null,""percentageVolume"":null,""standard"":null,""usageMetaData"":null}]";SCHULBAUTEN__BERUFSSCHULEN;"[{""type"":""SCHULBAUTEN__BERUFSSCHULEN"",""percentage"":100.0,""numFuUsage"":2,""numFu2"":null,""numFuHnf"":null,""buildingPart"":null,""percentageVolume"":null,""standard"":""LOW"",""usageMetaData"":null}]";;;[];SCHULEN;1.0;;110.0;;;;;BKP 2-stellig (z.B. BKP21);0.1611726541671697;495142.0;425.0;343829.0;6180.0;14288.0;0.0;157959.0;41248.0;25415.0;22631.0;12800.0;;13830.0;29821.0;40125.0;410054.0;343829.0;364722.0;520.0;426115.0;7551.0;20026.0;0.0;178254.0;50032.0;23254.0;30154.0;16288.0;;18804.0;35096.0;52910.0;495142.0;;454212.0;251440.0;872.0;505247.0;8496.0;17760.0;0.0;182749.0;68691.0;38826.0;33910.0;21062.0;;18188.0;37049.0;81432.0;579185.0;481908.8473507757;509036.4641695172;195.0;;;[];204.0;976.0;717.0;3.514705882352941;195.0;884.0;717.0;3.6769230769230767;"{""BKP_08_1"":425.0,""BKP_08_4"":6180.0,""BKP_08_5"":14288.0,""BKP_08_2"":343829.0,""BKP_08_20"":0.0,""BKP_08_21"":157959.0,""BKP_08_22"":41248.0,""BKP_08_23"":25415.0,""BKP_08_24"":22631.0,""BKP_08_25"":12800.0,""BKP_08_27"":13830.0,""BKP_08_28"":29821.0,""BKP_08_29"":40125.0,""BKP_08_9"":45332.0,""BKP_08"":410054.0}";"{""GF"":195.0}";{};;NONE;NONE;True;;;;;;;;;;;;;;;;;;;;;;;;;;;
4732;prod_weberbrunner architekten ag_26747;VERIFIED_OK;Sportzentrum Eselriet Effretikon;NEUBAU;Bma_190711_191205 HLK Anlagekosten sehr hoch (Lüftungsanlagen Garderoben und Duschen, Restaurationsbetrieb, Wärmerückgewinnung) Kälteanlage BKP346 CHF 118617.55 ist als Betriebseinrichtung Teil der Grossküche;Sportplatzstrasse 4;8307.0;Effretikon;SWITZERLAND;ZUERICH;2011.0;4.0;ZURICH;2010-02;2011-08;2013-11;18.0;27.0;[];4550.0;5590.0;3.0;2.0;1.0;3600.0;8150.0;1935.0;;;;;;;3034.0;;;11873.0;;2846.0;2846.0;1.3;;28.89;;1;1.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;;;;;;;0;0.25;1;0.0;0.0;0.0;5;4;;6;MASSIVBAU_WAENDE_BACKSTEIN;GLASSFASSADE_GLASSFASSADE;860;0;5;25.0;5;5.6000000000000005;6;5;6;4.42;4;5;5;4;"[{""percentage"":null,""hasAttica"":false,""underground"":false},{""percentage"":null,""hasAttica"":false,""underground"":true}]";UNKNOWN;True;"[""CONTRACTING""]";[];"[""NONE""]";[];"[""SUPPLY_EXHAUST_AIR""]";CONTRACTING;SUPPLY_EXHAUST_AIR;NONE;;;;;{};{};{};;;;;;[];;FREIZEITBAUTEN_SPORTBAUTEN__GARDEROBENGEBAEUDE;Garderobengebäude;"[{""type"":""FREIZEITBAUTEN_SPORTBAUTEN__GARDEROBENGEBAEUDE"",""percentage"":79.0,""numFuUsage"":null,""numFu2"":null,""numFuHnf"":null,""buildingPart"":null,""percentageVolume"":null,""standard"":null,""usageMetaData"":null},{""type"":""GASTGEWERBE_FREMDENVERKEHRSBAUTEN__KANTINEN"",""percentage"":21.0,""numFuUsage"":null,""numFu2"":null,""numFuHnf"":null,""buildingPart"":null,""percentageVolume"":null,""standard"":null,""usageMetaData"":null}]";FREIZEITBAUTEN_SPORTBAUTEN__GARDEROBENGEBAEUDE;"[{""type"":""FREIZEITBAUTEN_SPORTBAUTEN__GARDEROBENGEBAEUDE"",""percentage"":79.0,""numFuUsage"":null,""numFu2"":null,""numFuHnf"":null,""buildingPart"":null,""percentageVolume"":null,""standard"":null,""usageMetaData"":null},{""type"":""GASTGEWERBE_FREMDENVERKEHRSBAUTEN__KANTINEN"",""percentage"":14.0,""numFuUsage"":null,""numFu2"":null,""numFuHnf"":null,""buildingPart"":null,""percentageVolume"":null,""standard"":null,""usageMetaData"":null},{""type"":""NUTZUNGSSPEZ_ANLAGEN__GROSSKUECHE"",""percentage"":7.0,""numFuUsage"":null,""numFu2"":null,""numFuHnf"":null,""buildingPart"":null,""percentageVolume"":null,""standard"":""UNKNOWN"",""usageMetaData"":null}]";;;[];ANDERES;1.0;100.0;90.0;COMPETITION;PUBLIC;SINGLE;True;BKP 3-stellig (z.B. BKP211);0.2319684731263026;16470538.0;592495.5;14135164.45;769536.2;459917.75;405535.3;3440474.95;1186131.9;1296150.85;1098057.7;1254335.45;66535.9;1191397.95;1142723.25;3053821.2;16682428.1;14135164.45;15957113.9;604811.0;13866397.0;830695.0;471199.0;372691.0;3321473.0;1180089.0;1218311.0;1131215.0;1248338.0;52046.0;1194451.0;1132303.0;3079012.0;16470538.0;13929929.0;15836634.0;4584750.0;665486.0;14265417.0;855954.0;454816.0;337037.0;3377506.0;1207244.0;1342795.0;1204480.0;1318247.0;51766.0;1196216.0;1137462.0;3309127.0;16766982.0;14481880.812209789;16458136.005766254;3034.0;11873.0;3.0;[];3392.0;14302.0;12109.0;3.569870283018868;3034.0;14302.0;11873.0;3.913315754779169;"{""BKP_08_101"":21563.45,""BKP_08_10"":21563.45,""BKP_08_1"":592495.5,""BKP_08"":1.66824281E7,""BKP_08_111"":5968.0,""BKP_08_11"":291802.75,""BKP_08_112"":285834.75,""BKP_08_122"":139927.1,""BKP_08_12"":139927.1,""BKP_08_136"":28963.65,""BKP_08_13"":28963.65,""BKP_08_143"":96052.4,""BKP_08_14"":96052.4,""BKP_08_161"":1876.95,""BKP_08_16"":1876.95,""BKP_08_196"":12309.2,""BKP_08_19"":12309.2,""BKP_08_201"":405535.3,""BKP_08_20"":405535.3,""BKP_08_2"":1.413516445E7,""BKP_08_211"":3440474.95,""BKP_08_21"":3440474.95,""BKP_08_221"":712316.35,""BKP_08_22"":1186131.9,""BKP_08_224"":366054.15,""BKP_08_225"":61190.9,""BKP_08_228"":11391.25,""BKP_08_233"":10115.35,""BKP_08_23"":1296150.85,""BKP_08_237"":113315.7,""BKP_08_23.S"":1172719.8,""BKP_08_243"":435993.3,""BKP_08_24"":1098057.7,""BKP_08_244"":662064.4,""BKP_08_252"":116640.0,""BKP_08_25"":1254335.45,""BKP_08_261"":66535.9,""BKP_08_26"":66535.9,""BKP_08_262"":0.0,""BKP_08_263"":0.0,""BKP_08_264"":0.0,""BKP_08_265"":0.0,""BKP_08_266"":0.0,""BKP_08_267"":0.0,""BKP_08_268"":0.0,""BKP_08_269"":0.0,""BKP_08_271"":137404.8,""BKP_08_27"":1191397.95,""BKP_08_272"":412661.75,""BKP_08_273"":318769.9,""BKP_08_275"":219697.25,""BKP_08_276"":0.0,""BKP_08_277"":102864.25,""BKP_08_274"":0.0,""BKP_08_281"":602959.05,""BKP_08_28"":1142723.25,""BKP_08_282"":260651.7,""BKP_08_283"":156736.15,""BKP_08_285"":89377.45,""BKP_08_286"":3499.2,""BKP_08_287"":29499.7,""BKP_08_29"":3053821.2,""BKP_08_291"":1452751.1,""BKP_08_292"":443013.65,""BKP_08_293"":313332.45,""BKP_08_294"":356749.35,""BKP_08_295"":229719.4,""BKP_08_296"":281187.4,""BKP_08_296.3"":17731.95,""BKP_08_296.5"":110343.05,""BKP_08_296.S"":153112.4,""BKP_08_34"":118617.55,""BKP_08_346"":118617.55,""BKP_08_3"":388735.5,""BKP_08_358"":270117.95,""BKP_08_35"":270117.95,""BKP_08_4"":769536.2,""BKP_08_511"":2746.5,""BKP_08_51"":244798.8,""BKP_08_5"":648717.7999999999,""BKP_08_512"":242052.3,""BKP_08_521"":6609.55,""BKP_08_52"":131129.4,""BKP_08_522"":7273.75,""BKP_08_524"":109180.05,""BKP_08_529"":8066.05,""BKP_08_53"":24107.8,""BKP_08_55"":188800.05,""BKP_08_566"":15435.1,""BKP_08_56"":47442.35,""BKP_08_567"":1101.6,""BKP_08_568"":3115.8,""BKP_08_569"":27789.85,""BKP_08_90"":62241.75,""BKP_08_9"":147778.65,""BKP_08_921"":18857.1,""BKP_08_92"":18857.1,""BKP_08_94"":66679.8,""BKP_08_22X"":401233.4,""BKP_08_222"":25671.35,""BKP_08_223"":9507.9,""BKP_08_224.1"":366054.15,""BKP_08_25X"":1254335.45,""BKP_08_25X.S"":1137695.45,""BKP_08_28X"":863610.75,""BKP_08_24X"":435993.3,""BKP_08_583"":12439.4,""BKP_08_58"":12439.4,""BKP_08_445"":702.75,""BKP_08_44"":11139.45,""BKP_08_443"":10436.7,""BKP_08_423"":15919.0,""BKP_08_42"":41498.5,""BKP_08_422"":25579.5,""BKP_08_4.S"":716898.25,""BKP_08_29X"":586468.75,""BKP_08_29.S"":-22932.15,""BKP_08_4X"":41498.5}";"{""GF"":3034.0,""GSF"":8150.0}";{};;NONE;NONE;True;;;;;;;;;;;;;;;;;;;;;;;;;;;
1508;wbw_501_2007_9     ;VERIFIED_OK;Garderobengebäude Sportanlage Juchhof, Zürich-Altstetten;NEUBAU; Projekt ist doppelt im Datensatz custom_St_ZH_12_2007 vorhanden (Differenz BKP3) Index und Erstellungskosten i.O. Kosten für kontr. Lüftung BKP 24 zugeordnet Pfahlgründung, Untergeschoss Juchhof 1 in wasserdichtem Beton.;Vulkanstrasse, Bernerstrasse 200, 331;8048.0;Zürich / Altstetten;SWITZERLAND;ZUERICH;2006.0;4.0;ZURICH;2005-05;2006-05;2006-12;12.0;7.0;"[{""type"":""UG_1"",""area416"":571},{""type"":""EG"",""area416"":2498},{""type"":""OG_1"",""area416"":995}]";2498.0;1989.0;3.0;2.0;1.0;1989.0;4487.0;1475.0;1520.0;281.0;456.0;43.0;45.0;;4063.0;2019.0;;16704.0;2301.0;1290.0;1290.0;2.0;;42.22;;0;0.0;0;;;;;;;;;1;;;;;34.0;;0;0.154;0;0.0;0.0;0.0;2;6;;3;MASSIVBAU_WAENDE_BACKSTEIN;HOLZ_EDEL;1000;0;2;4.0;3;4.800000000000001;4;5;6;2.0;2;2;5;3;"[{""percentage"":null,""hasAttica"":true,""underground"":false},{""percentage"":null,""hasAttica"":false,""underground"":true}]";UNKNOWN;True;"[""NATURAL_GAS"",""SOLAR_COLLECTORS_THERMAL""]";[];[];[];"[""SUPPLY_EXHAUST_AIR""]";NATURAL_GAS;SUPPLY_EXHAUST_AIR;NONE;;;;;{};{};{};;;;;;[];;FREIZEITBAUTEN_SPORTBAUTEN__GARDEROBENGEBAEUDE;Garderobengebäude;"[{""type"":""FREIZEITBAUTEN_SPORTBAUTEN__GARDEROBENGEBAEUDE"",""percentage"":100.0,""numFuUsage"":null,""numFu2"":null,""numFuHnf"":null,""buildingPart"":null,""percentageVolume"":null,""standard"":null,""usageMetaData"":null}]";FREIZEITBAUTEN_SPORTBAUTEN__GARDEROBENGEBAEUDE;"[{""type"":""FREIZEITBAUTEN_SPORTBAUTEN__GARDEROBENGEBAEUDE"",""percentage"":100.0,""numFuUsage"":null,""numFu2"":null,""numFuHnf"":null,""buildingPart"":null,""percentageVolume"":null,""standard"":null,""usageMetaData"":null}]";;;[];ANDERES;1.0;100.0;90.0;ASSIGN_TU;PUBLIC;ORG_TU;False;BKP 2-stellig (z.B. BKP21);0.1836054036986951;14786725.0;2037000.0;9569000.0;248000.0;1058000.0;175000.0;2777000.0;616000.0;485000.0;1338000.0;1468000.0;0.0;537000.0;607000.0;1566000.0;13348000.0;9569000.0;12912000.0;2340608.0;10612752.0;275359.0;1245518.0;198164.0;3040900.0;646753.0;534120.0;1480276.0;1554416.0;0.0;575226.0;653615.0;1800579.0;14786725.0;10484049.0;14345534.0;3787538.0;2812715.0;11237044.0;293003.0;1155690.0;178948.0;3051450.0;736088.0;641773.0;1633224.0;1722896.0;0.0;576626.0;660803.0;2063182.0;15335250.0;11264989.962772202;15526397.563099748;4063.0;16704.0;4.0;[24];4772.0;19268.0;17260.0;3.616932103939648;4063.0;19268.0;16704.0;4.111247846418903;"{""BKP_08_1"":2037000.0,""BKP_08_3"":0.0,""BKP_08_4"":248000.0,""BKP_08_5"":1058000.0,""BKP_08_2"":9569000.0,""BKP_08_20"":175000.0,""BKP_08_21"":2777000.0,""BKP_08_22"":616000.0,""BKP_08_23"":485000.0,""BKP_08_24"":1338000.0,""BKP_08_25"":1468000.0,""BKP_08_26"":0.0,""BKP_08_27"":537000.0,""BKP_08_28"":607000.0,""BKP_08_29"":1566000.0,""BKP_08_6"":0.0,""BKP_08_9"":436000.0,""BKP_08"":1.3348E7}";"{""GF"":4063.0,""GSF"":4487.0}";{};;NONE;NONE;True;;;;;;;;;;;;;;;;;;;;;;;;;;;
